Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Edificio Vergara Piso 7,$290.000,1 dormitorio,1 baño,No disponible,"Vergara 583, Ejército - Toesca, Sa..."
Edificio Av. Pedro Nolasco Videla (1 Est.) Vista Sur Piso 1,$330.000,1 dormitorio,1 baño,36 m² útiles,"Av. Pedro Nolasco Videla 810, Cent..."
Cercano Al Inacap Chesterton (44878),UF21,1 dormitorio,1 baño,46 m² útiles,Cercano Al Metro Hernando De Magal...
"Metro Mons. Eyzaguirre 2d1b, Ñuñoa",$550.000,2 dormitorios,1 baño,75 m² útiles,"José Domingo Cañas 1500 - 1800, Me..."
"Plaza Yungay 2d1b, Santiago",$320.000,2 dormitorios,1 baño,45 m² útiles,"Libertad 600 - 900, Barrio Yungay,..."
Metro San Alberto Hurtado 1d1b + Bdga/municipalidad Est.cent,$190.000,1 dormitorio,1 baño,30 m² útiles,"Av. Padre Alberto Hurtado 59, Sant..."
"Disponible, Luminoso, 3d,2b + 1 Bodega, Recién Remodelado",$450.000,3 dormitorios,1 baño,56 m² útiles,"Eleuterio Ramírez 710, San Diego, ..."
"Metro Departamental 2d1b + Est, San Miguel",$330.000,2 dormitorios,1 baño,37 m² útiles,"Av. Departamental 900 - 1200, Lo V..."
"San Nicolás 1d1b + Terraza, San Miguel",$270.000,1 dormitorio,1 baño,30 m² útiles,"San Nicolás 900 - 1200, Lo Vial, S..."
¡sin Comisión Y 50% Rebajado!briones Luco1d1bmetro Lo Ovalle,$150.000,1 dormitorio,1 baño,30 m² útiles,"Briones Luco 675, Lo Ovalle, La Ci..."
Metro Departamental Estudio+est. San Miguel/av.departamental,$240.000,1 dormitorio,1 baño,25 m² útiles,"Av. Departamental 900 - 1200, Ciud..."
"Metro Plaza Egaña 2d1b + Terraza, La Reina",$580.000,2 dormitorios,1 baño,55 m² útiles,"Av. Egaña 1 - 300, Blest Gana, La ..."
"(adm) 1 Hab + 1 B, Terraza. Metro Macul (50% Dcto 2 Meses)",$290.000,1 dormitorio,1 baño,40 m² útiles,"Lago Pirihueico 6300 - 6600, Plaza..."
Sin Aval Metro Departamental 2 Dorm Piso 20 [id: W1035],$200.000,2 dormitorios,1 baño,40 m² útiles,"Avenida Departamental 950, Ciudad ..."
¡descuento! Depto 2 Ambientes [id: W5689],$150.000,1 dormitorio,1 baño,32 m² útiles,"Abtao 24, Metro Ecuador, Estación ..."
"2d2b Edificio 100% Para Arriendo, 1° Mes Gratis Gasto Comun",$450.000,2 dormitorios,2 baños,52 m² útiles,"Avenida Ejército Libertador 75, Sa..."
"Depto 1 Dorm 1 Baño. San Miguel, 50% Dcto El Primer Mes",$310.000,1 dormitorio,1 baño,30 m² útiles,"Gran Avenida 6321, San Miguel., Ci..."
Depto 2 Dorm 2 Baños. La Florida Con 50% X 1 Mes,$430.000,2 dormitorios,2 baños,55 m² útiles,"Las Acacias 7604, La Florida, Vice..."
Arriendo Depto. 2 Dormitorios 2 Baños,$400.000,2 dormitorios,2 baños,50 m² útiles,"Av. Vicuña Mackenna 1281, Bogotá -..."
,$550.000,1 dormitorio,1 baño,48 m² útiles,Se Arrienda  Depto Amoblado/ Ñuñoa...
"Arriendo 2 Dorm. 2 Baños, Laguna Centro, Macul",$500.000,2 dormitorios,2 baños,60 m² útiles,"Av. Vicuña Mackenna 3756, Metro Ca..."
Edificio Eleuterio Ramírez Vista Poniente Piso 13,$230.000,1 dormitorio,1 baño,14 m² útiles,"Eleuterio Ramírez 740, San Diego, ..."
Depto Home Studio Japones. En Toesca,$172.500,1 dormitorio,1 baño,38 m² útiles,"Toesca 2578, Barrio República, San..."
Ñuñoa! Departamento 1d/1b Con Est Y Bog En Zañartu,$195.000,1 dormitorio,1 baño,36 m² útiles,"Zañartu 1111, Ñuñoa, Chile, Estadi..."
Dpto 2d 2b En Porto Seguro Estacion Central,$190.000,2 dormitorios,2 baños,43 m² útiles,"Porto Seguro 4210, Quinta Normal, ..."
Ñuñoa Departamento 2d2b Con Estac Y Bodega. En Zañartu!,$250.000,2 dormitorios,2 baños,47 m² útiles,"Zañartu 1111, Estadio Nacional, Ñu..."
Dpto 2den Apostol Santiago. Estación Central En Promoción,$195.000,2 dormitorios,2 baños,49 m² útiles,"Av. Apóstol Santiago 32, San Alber..."
Increíbles Vistas Depto 3 Dorms. &#43; Sala Estar En San Dam,UF80,4 dormitorios,4 baños,202 m² útiles,Increíble Depto Nuevo 3 Dorms. &#4...
Edificio Vicuña Mackenna Vista Norte Piso 3,$328.000,2 dormitorios,1 baño,25 m² útiles,"Vicuña Mackenna 933, Barrio Diez D..."
1d1b Ejército 75 Barrio Universitario. Garantía En Cuotas!!,$300.000,1 dormitorio,1 baño,28 m² útiles,"Avenida Ejército Libertador 75, Ej..."
"Arriendo Hermoso Departamento, Ubicación Inmejorable",$550.000,2 dormitorios,1 baño,55 m² útiles,"Mateo De Toro Y Zambrano 1579, Car..."
"Metro Gruta Lourdes, 2 Ambientes Terraza Vista Poniente",$290.000,1 dormitorio,1 baño,36 m² útiles,"Avenida San Pablo 3900 - 4200, Qui..."
Edificio Av. Inglaterra Piso 5,$490.000,3 dormitorios,3 baños,68 m² útiles,"Av. Inglaterra 1280, Hospitales, I..."
"Buen Precio, Buena Localización, Buenos Espacios",$430.000,2 dormitorios,2 baños,52 m² útiles,"Hermanos Amunátegui 600 - 900, San..."
Edificio Linares (1 Est. 1 Bod.) Vista Surponiente Piso 3,$860.000,1 dormitorio,2 baños,61 m² útiles,"Linares 1415, Manuel Montt, Provid..."
2 Dorm + 2 Baños + Terraza Tipo Mariposa. Rosas 1444 Nuevo.,$392.000,2 dormitorios,2 baños,51 m² útiles,"Rosas 1438, Santiago, Centro Histó..."
Depto Amplio Y Cómodo En Barrio Con Buena Conectividad.,$760.000,3 dormitorios,2 baños,74 m² útiles,"San Ernesto 990, Estadio Germán Be..."
Ecuador 4678- Depto 2d2b - Oferta 2 Meses En $300.000,$360.000,2 dormitorios,2 baños,53 m² útiles,"Ecuador 4678, Metro Ecuador, Estac..."
Edificio Gaspar De Orense Piso 2,$315.000,2 dormitorios,2 baños,47 m² útiles,"Gaspar De Orense 897, Blanqueado, ..."
Arriendo Excelente Departamento En Ñuñoa,$800.000,3 dormitorios,2 baños,65 m² útiles,"Suárez Mujica 300 - 600, Parque Sa..."
"Hermoso Depto 1d+1b  (dos Ambientes) ,   Santiago Centro",$285.000,1 dormitorio,1 baño,35 m² útiles,"Eleuterio Ramírez 600 - 900, San D..."
Departamento Primer Piso Con Jardin,UF80,4 dormitorios,4 baños,294 m² útiles,"San Carlos De Apoquindo, Los Domin..."
Depto Amoblado - Linda Vista,$2.500.000,3 dormitorios,2 baños,128 m² útiles,"Tabancura - Vitacura, Tabancura, V..."
Moderno Departamento Finas Terminaciones,$1.800.000,2 dormitorios,2 baños,120 m² útiles,"Vitacura - Las Tanqueras, Estadio ..."
Edificio Av. Almte. Blanco Encalada (1 Est. 1 Bod.) Vista N,$360.000,1 dormitorio,1 baño,37 m² útiles,"Av. Almte. Blanco Encalada 2527, B..."
50% Primer Mes Sin Comisión - Nataniel Cox 223 - 2 Ambientes,$280.000,1 dormitorio,1 baño,30 m² útiles,"Nataniel Cox 223, Bulnes, Santiago"
Departamento En Arriendo De 3 Dorm. En Vitacura. Moderno.,$1.750.000,3 dormitorios,2 baños,131 m² útiles,"Francisco De Aguirre, Borde Río - ..."
Edificio Brasil Vista Poniente Piso 2,$537.600,2 dormitorios,2 baños,57 m² útiles,"Brasil 2608, Almendral, Valparaíso"
"$170 Mil Primer Mes, $230 Mil Segundo Mes, Después $270 Mil",$270.000,1 dormitorio,1 baño,33 m² útiles,"Av. Ecuador 4678, Metro Ecuador, E..."
Departamento De 3 Dormitorios Con Vista Despejada,UF47,3 dormitorios,2 baños,105 m² útiles,"El Radal 1 - 300, La Dehesa, Lo Ba..."
Arriendo Depto San Cristóbal/avda. Perú-cerro Blanco(c/ Est),$420.000,2 dormitorios,2 baños,56 m² útiles,"San Cristóbal 300 - 600, Cerro Bla..."
Home Studio - Coronel Souper 4060 - Oferta 2 Meses  $200.000,$220.000,1 baño,25 m² útiles,No disponible,"Coronel Souper 4060, Santiago, Est..."
"Impecable, Oriente, Excelentes Espacios",UF44,4 dormitorios,3 baños,150 m² útiles,Condominio Padre Damian De Veuster...
Su Dueña - Depto 1d 1b - Metro Irarrázaval,UF7,1 dormitorio,1 baño,29 m² útiles,"Av. Vicuña Mackenna 1231, Ñuñoa, S..."
Alcalde Pedro Alarcón 777 - 1d1b - San Miguel,$300.000,1 dormitorio,1 baño,32 m² útiles,"Alcalde Pedro Alarcón 777, Santiag..."
Edificio Francisco Meneses (1 Est. 1 Bod.) Vista Norte Piso,$430.000,1 dormitorio,1 baño,33 m² útiles,"Francisco Meneses 1580, Estadio Na..."
Arriendo Departamento 3d+2e Camino La Piramide Huechuraba,$950.000,3 dormitorios,2 baños,110 m² útiles,"Camino La Pirámide 6061, Bosques D..."
Departamento Amoblado Metro Linea 1 Los Leones 1d+1b Terraza,$650.000,1 dormitorio,1 baño,30 m² útiles,"Av. Nueva Providencia 1800 - 2100,..."
Excelente Departamento Arriendo Sector Plaza Peru El Golf,UF80,3 dormitorios,3 baños,252 m² útiles,Departamento Arriendo Sector Plaza...
2 Dormitorios 1 Baño A Pasos Metro Santa Lucía,$340.000,2 dormitorios,1 baño,40 m² útiles,"San Isidro 234, Santa Isabel, Sant..."
"Se Arrienda Departamento, Sector Matin De Zamora, La Condes.",UF21,2 dormitorios,2 baños,64 m² útiles,"La Capitanía 900 - 1200, Sebastián..."
"Amplio, Moderno Y Hermoso Departamento En San Miguel",$1.100.000,4 dormitorios,3 baños,106 m² útiles,"Ramón Barros Luco 3156, San Miguel..."
Lindo Departamento En Arriendo En Quinta Normal,$330.000,1 dormitorio,1 baño,33 m² útiles,"San Pablo 4025, Depto 1200 - 1500,..."
Arriendo Cómodo Departamento A Pasos Del Metro Ñuble,$450.000,2 dormitorios,2 baños,70 m² útiles,"Av. Vicuña Mackenna 2004, Bogotá -..."
Amplio Departamento En Santiago Centro,$410.000,2 dormitorios,1 baño,55 m² útiles,"San Pablo 1391, Depto 1800 - 2100,..."
Arriendo Dpto. 1 Dormitorio A Pasos De Metro Ñuble,$370.000,1 dormitorio,1 baño,32 m² útiles,"Diag. Vicuña Mackenna 2004, Bogotá..."
Oportunidad De Arriendo Rebajado En La Comuna De San Miguel,$445.000,2 dormitorios,2 baños,49 m² útiles,"Primera Avenida 1200 - 1500, Ciuda..."
Exclusivo Departamento 2d+2b Robles 12495 Lo Barnechea,$1.700.000,2 dormitorios,2 baños,120 m² útiles,"Robles 12495, La Dehesa, Lo Barnec..."
Edificio Zañartu (1 Est. 1 Bod.) Vista Surponiente Piso 17,$505.000,2 dormitorios,2 baños,50 m² útiles,"Zañartu 980, Estadio Nacional, Ñuñ..."
Edificio Nueva Andrés Bello Vista Oriente Piso 14,$230.000,1 dormitorio,1 baño,25 m² útiles,"Nueva Andrés Bello 1860, Juan Anto..."
Edificio Maestra Lidia Torres (1 Bod.) Vista Poniente Piso,$360.000,1 dormitorio,1 baño,30 m² útiles,"Maestra Lidia Torres 158, Cerro Bl..."
Edificio Carvajal (1 Est. 1 Bod.) Vista Norponiente Piso 5,$375.000,2 dormitorios,2 baños,40 m² útiles,"Carvajal 0358, Lo Ovalle, La Ciste..."
Edificio Jorge Cáceres (1 Bod.) Vista Norte Piso 7,$250.000,1 dormitorio,1 baño,31 m² útiles,"Jorge Cáceres 503, Lo Ovalle, La C..."
Edificio Av. Perú Piso 10,$359.000,1 dormitorio,1 baño,32 m² útiles,"Av. Perú 1268, Cementerios, Recole..."
Edificio Lazo Vista Poniente Piso 14,$380.000,2 dormitorios,1 baño,46 m² útiles,"Lazo 1365, Lo Vial, San Miguel"
Edificio Placilla Vista Poniente Piso 16,$265.000,1 dormitorio,1 baño,29 m² útiles,"Placilla 046, San Alberto Hurtado,..."
Edificio Av. Lo Ovalle Vista Surponiente Piso 9,$270.000,1 dormitorio,1 baño,34 m² útiles,"Av. Lo Ovalle 330, Lo Ovalle, La C..."
Edificio Av. Portugal (1 Est.) Vista Sur Piso 1,$340.000,1 dormitorio,1 baño,26 m² útiles,"Av. Portugal 981, Barrio Diez De J..."
Gran Terraza- Disponible Enero 2025,$1.350.000,2 dormitorios,2 baños,84 m² útiles,"Gral. Ludwig 4655, 7.5801e+06 - 7...."
1 Poniente / 8 Norte. 3d + 3b + 2 Estacionamientos + Bodega,$750.000,3 dormitorios,3 baños,101 m² útiles,"1 Pte 650, Libertad, Viña Del Mar"
Departamento En Arriendo 5 Norte Con Libertad,$700.000,3 dormitorios,2 baños,80 m² útiles,"Departamento En Arriendo, 5 Norte ..."
Vivaceta 1702 - Depto 1d1b - Metro Plaza Chacabuco,$280.000,1 dormitorio,1 baño,52 m² útiles,"Avenida Fermín Vivaceta 1702, Sant..."
Departamento | Edificio Piedras Blancas 3 | Concón,$690.000,3 dormitorios,2 baños,80 m² útiles,"Las Encinas 900 - 1200, Los Romero..."
Departamento Amoblado En Isla Teja,$550.000,1 dormitorio,1 baño,37 m² útiles,"Los Boldos 343, Isla Teja, Valdivia"
Lindo Departamento De 1 Dormitorio Las Condes,$830.000,1 dormitorio,1 baño,36 m² útiles,"Camino San Francisco De Asis 115, ..."
Depto Estudio-carlos Valdovinos/ Gran Avda.- Metro El Llano.,$250.000,1 baño,25 m² útiles,No disponible,"Rivas 900 - 1200, San Miguel, Chil..."
Arriendo A Estudiantes Viña Del Mar,$495.000,3 dormitorios,1 baño,60 m² útiles,"Jorge Ross 975, Viña Del Mar, Viña..."
Dpto 3 Dormitorios Walker Martinez,$535.000,3 dormitorios,2 baños,78 m² útiles,"Walker Martínez 1600, La Florida"
Depto 1d1b - Semiamoblado - Vivaceta 1702 Independencia,$300.000,1 dormitorio,1 baño,32 m² útiles,"Avenida Fermín Vivaceta 1702, Sant..."
Depto 2d2b - Ecuador 4186 - Estacion Central,$360.000,1 dormitorio,1 baño,58 m² útiles,"Avenida Ecuador 4186, Santiago, Es..."
Dpto 2 Dormitorios Walker Martinez,$480.000,2 dormitorios,2 baños,55 m² útiles,"Walker Martínez 1600, La Florida, ..."
Oportunidad. Gral. Bulnes/catedral- Metro Cumming (amoblado),$320.000,1 dormitorio,1 baño,35 m² útiles,"Gral. Bulnes 546, Santiago, Barrio..."
Edificio Francisco Meneses (1 Est. 1 Bod.) Vista Norte Piso,$430.000,1 dormitorio,1 baño,33 m² útiles,"Francisco Meneses 1580, Estadio Na..."
Edificio Av. Libertador Bernardo O'higgins Vista Poniente P,$260.000,1 dormitorio,1 baño,34 m² útiles,Av. Libertador Bernardo O'higgins ...
"Depto. 1d1b En Edificio Nuevo, Multifamily.  Metro Ñuñoa",$630.538,1 dormitorio,1 baño,36 m² útiles,"Avenida Irarrázaval 2177, Metro Ñu..."
Moderno Departamento Nuevo En Edificio Phillippi 771,$750.000,3 dormitorios,2 baños,70 m² útiles,"Phillippi 771, Estadio Germán Beck..."
Depto 3d2b Con Bodega - Ecuador 5079- Estación Central,$410.000,3 dormitorios,2 baños,70 m² útiles,"Ecuador 5079, Metro Las Rejas, Est..."
Sexta Av. 2 Dormitorios 1 Baño Con Estacionamiento Y Bodega,$390.000,2 dormitorios,1 baño,47 m² útiles,"Sexta Av. 1340, Ciudad Del Niño, S..."
Gran Departamento 3d+3b+sala+servicios+piscina Temperada,UF68,4 dormitorios,4 baños,220 m² útiles,"Pdte. Riesco 3421, Barrio El Golf,..."
Plaza Vespucio Tipo Mariposa Con Estacionamiento Y Bodega.,$415.000,2 dormitorios,2 baños,49 m² útiles,"Calle Nueva 141, Plaza Vespucio, L..."
"Arriendo 1 Dormitorio Laguna Centro, Macul",$320.000,1 dormitorio,1 baño,35 m² útiles,"Av. Quilín 139, Metro Carlos Valdo..."
"Arriendo 2 Dormitorios 2 Baños, Santa Isabel 360, Santiago",$520.000,2 dormitorios,2 baños,51 m² útiles,"Av. Sta. Isabel 360, Santa Isabel,..."
Departamento Don Pepe 88. Piso 15. Vista Norte,$335.000,1 dormitorio,1 baño,31 m² útiles,"Don Pepe 88, La Florida., Vicente ..."
Depto 3 Dorm. En La Florida,$560.000,3 dormitorios,2 baños,80 m² útiles,"Las Acacias 7604, La Florida., Vic..."
"Depto 1b 1d, Con Vistas Despejada, Santa Ana, Santiago",$315.000,1 dormitorio,1 baño,34 m² útiles,"Rosas 1444, Centro Histórico De Sa..."
Arrienda Departamento 1 Dorm En Independencia,$280.000,1 dormitorio,1 baño,28 m² útiles,"Hipódromo 1310, Independencia., Pl..."
Departamento Avenida Vicuña Mackenna Poniente Id: 287,$370.000,1 dormitorio,1 baño,38 m² útiles,"Avenida Vicuña Mackenna Poniente, ..."
Departamento Avenida Ecuador Id: 141540,$185.000,2 dormitorios,2 baños,40 m² útiles,"Avenida Ecuador, Metro Ecuador, Es..."
Departamento Avenida Américo Vespucio Id: 142583,$360.000,2 dormitorios,1 baño,40 m² útiles,"Avenida Américo Vespucio, Mall Ara..."
Departamento Álvarez De Toledo Id: 143000,$430.000,2 dormitorios,1 baño,49 m² útiles,"Álvarez De Toledo, El Llano, San M..."
Departamento Avenida El Guanaco Norte Id: 142891,$650.000,2 dormitorios,2 baños,68 m² útiles,"Avenida El Guanaco Norte, Pedro Fo..."
Departamento Camino San Francisco De Asís Id: 32795,UF22,1 dormitorio,1 baño,36 m² útiles,"Camino San Francisco De Asís, Mall..."
Departamento Santa Elena De Huechuraba Id: 142999,$750.000,3 dormitorios,2 baños,68 m² útiles,"Santa Elena De Huechuraba, Pedro F..."
Departamento Marín Id: 28212,$525.000,2 dormitorios,2 baños,52 m² útiles,"Marín, Santa Isabel, Santiago"
Departamento Briones Luco Id: 141771,$470.000,2 dormitorios,2 baños,51 m² útiles,"Briones Luco, Lo Ovalle, La Cister..."
Departamento Alcalde Pedro Alarcón Id: 42759,$570.000,2 dormitorios,2 baños,58 m² útiles,"Alcalde Pedro Alarcón, El Llano, S..."
Departamento Martínez De Rozas Id: 10443,$425.000,3 dormitorios,1 baño,46 m² útiles,"Martínez De Rozas, Gruta De Lourde..."
Departamento John Kennedy Id: 140407,$400.000,3 dormitorios,2 baños,59 m² útiles,"John Kennedy, Huanhuali, Villa Ale..."
Departamento Calle 8 Oriente Id: 141534,$500.000,3 dormitorios,1 baño,55 m² útiles,"Calle 8 Oriente, Altos De Chiguaya..."
Departamento Avenida Lo Ovalle Id: 142753,$500.000,2 dormitorios,2 baños,48 m² útiles,"Avenida Lo Ovalle, Lo Ovalle, La C..."
Departamento Abtao Id: 38199,$285.000,1 dormitorio,1 baño,31 m² útiles,"Abtao, Metro Ecuador, Estación Cen..."
Departamento Avenida Del Parque Id: 142617,$700.000,3 dormitorios,2 baños,90 m² útiles,"Avenida Del Parque, Ciudad Empresa..."
Departamento Hanga Roa Id: 141291,$360.000,1 dormitorio,1 baño,48 m² útiles,"Hanga Roa, Valparaíso"
Departamento Avenida Edmundo Eluchans Id: 101290,$1.300.000,3 dormitorios,3 baños,117 m² útiles,"Avenida Edmundo Eluchans, Reñaca, ..."
Departamento Walker Martínez Id: 142026,$500.000,2 dormitorios,2 baños,56 m² útiles,"Walker Martínez, La Florida"
Departamento Froilán Roa Id: 141942,$350.000,1 dormitorio,1 baño,33 m² útiles,"Froilán Roa, La Florida"
Departamento Placer Id: 142614,$420.000,3 dormitorios,1 baño,48 m² útiles,"Placer, Franklin - Biobío, Santiago"
Departamento Froilán Lagos Sepúlveda Id: 124798,$425.000,2 dormitorios,1 baño,46 m² útiles,"Froilán Lagos Sepúlveda, Plaza Ves..."
Departamento Vecinal Id: 117749,$335.000,2 dormitorios,1 baño,40 m² útiles,"Vecinal, Vivaceta, Conchalí"
Departamento Radal Id: 10424,$420.000,2 dormitorios,2 baños,52 m² útiles,"Radal, Metro Ecuador, Estación Cen..."
Departamento Toro Mazotte Id: 64736,$295.000,1 dormitorio,1 baño,31 m² útiles,"Toro Mazotte, San Alberto Hurtado,..."
Departamento Conde Del Maule Id: 113854,$270.000,1 dormitorio,1 baño,32 m² útiles,"Conde Del Maule, San Alberto Hurta..."
Departamento Avenida Del Parque Id: 142603,$1.350.000,3 dormitorios,2 baños,90 m² útiles,"Avenida Del Parque, Ciudad Empresa..."
Departamento 2 Oriente Id: 142662,$1.500.000,4 dormitorios,3 baños,140 m² útiles,"2 Oriente, Libertad, Viña Del Mar"
Departamento Avenida Fernández Albano Id: 28350,$350.000,2 dormitorios,1 baño,41 m² útiles,"Avenida Fernández Albano, Lo Ovall..."
Departamento Sergio Ceppi Id: 138769,$315.000,1 dormitorio,1 baño,33 m² útiles,"Sergio Ceppi, Lo Ovalle, La Cister..."
Departamento Sergio Ceppi Id: 138795,$315.000,1 dormitorio,1 baño,33 m² útiles,"Sergio Ceppi, Lo Ovalle, La Cister..."
Departamento Gamero Id: 89321,$290.000,1 dormitorio,1 baño,30 m² útiles,"Gamero, Hospitales, Independencia"
Departamento Los Pinos Id: 112287,$500.000,3 dormitorios,2 baños,77 m² útiles,"Los Pinos, Valparaíso"
Departamento Colón Id: 143239,$380.000,1 dormitorio,1 baño,32 m² útiles,"Colón, Lo Ovalle, La Cisterna"
Departamento Walker Martínez Id: 90047,UF13,2 dormitorios,2 baños,50 m² útiles,"Walker Martínez, La Florida"
Moderno Departamento - 2d 2b - 97m2 - Las Condes,$1.150.000,2 dormitorios,2 baños,67 m² útiles,"Martín Alonso Pinzón 7444, Rotonda..."
Departamento Avenida Portugal Id: 79674,$550.000,3 dormitorios,2 baños,58 m² útiles,"Avenida Portugal, Santa Isabel, Sa..."
Departamento Conde Del Maule Id: 138821,$330.000,2 dormitorios,1 baño,45 m² útiles,"Conde Del Maule, San Alberto Hurta..."
Departamento Fernando Lazcano Id: 72286,$560.000,2 dormitorios,2 baños,52 m² útiles,"Fernando Lazcano, El Llano, San Mi..."
Departamento Liagora Id: 116613,$680.000,3 dormitorios,2 baños,84 m² útiles,"Liagora, Reñaca, Viña Del Mar"
Departamento Tercera Avenida Id: 142804,$320.000,2 dormitorios,1 baño,42 m² útiles,"Tercera Avenida, Ciudad Del Niño, ..."
Departamento Avenida Diego Portales Id: 93495,$420.000,2 dormitorios,1 baño,43 m² útiles,"Avenida Diego Portales, Los Quilla..."
Departamento Lago Las Torres Id: 141515,$350.000,3 dormitorios,1 baño,50 m² útiles,"Lago Las Torres, Los Pinos, Quilpué"
Departamento Isabel Riquelme Sur Id: 142128,$400.000,3 dormitorios,1 baño,60 m² útiles,"Isabel Riquelme Sur, Avenida Lumen..."
Departamento Avenida Los Libertadores Id: 142010,$595.000,2 dormitorios,1 baño,42 m² útiles,"Avenida Los Libertadores, Los Libe..."
Departamento Avenida Buzeta Id: 138958,$330.000,1 dormitorio,1 baño,30 m² útiles,"Avenida Buzeta, Parque Bicentenari..."
Departamento Avenida Buzeta Id: 143111,$260.000,1 dormitorio,1 baño,28 m² útiles,"Avenida Buzeta, Parque Bicentenari..."
Departamento Juan De Pineda Id: 131840,$480.000,2 dormitorios,2 baños,53 m² útiles,"Juan De Pineda, Vicente Valdés, La..."
Departamento Calle Pudeto Id: 142417,$435.000,2 dormitorios,2 baños,41 m² útiles,"Calle Pudeto, Plaza Vespucio, La F..."
Departamento Conde Del Maule Id: 105041,$280.000,1 dormitorio,1 baño,32 m² útiles,"Conde Del Maule, San Alberto Hurta..."
Departamento Miraflores Id: 106456,$380.000,2 dormitorios,2 baños,43 m² útiles,"Miraflores, Lorenzo Arenas, Concep..."
Departamento En Arriendo De 1 Dorm. En Ñuñoa,UF17,1 dormitorio,1 baño,51 m² útiles,"1d1b Cercano Mall Plaza Egaña, Pla..."
Departamento Bremen Id: 140484,$450.000,1 dormitorio,1 baño,45 m² útiles,"Bremen, Cerro Placeres, Valparaíso"
Departamento Lía Aguirre Id: 132265,$187.500,1 dormitorio,1 baño,35 m² útiles,"Lía Aguirre, Plaza Vespucio, La Fl..."
Departamento Lía Aguirre Id: 132267,$175.500,1 dormitorio,1 baño,35 m² útiles,"Lía Aguirre, Plaza Vespucio, La Fl..."
Departamento Avenida Buzeta Id: 141622,$330.000,1 dormitorio,1 baño,31 m² útiles,"Avenida Buzeta, Parque Bicentenari..."
Departamento Carmen Id: 91852,$445.000,2 dormitorios,2 baños,45 m² útiles,"Carmen, Barrio Diez De Julio, Sant..."
Departamento Briones Luco Id: 119965,$275.000,1 dormitorio,1 baño,33 m² útiles,"Briones Luco, Lo Ovalle, La Cister..."
Departamento Santa Petronila Id: 140929,$230.000,1 dormitorio,1 baño,28 m² útiles,"Santa Petronila, Metro Las Rejas, ..."
Departamento Rozas Id: 41765,$455.000,2 dormitorios,2 baños,48 m² útiles,"Rozas, Concepción"
Departamento Lago Las Torres Id: 138348,$300.000,2 dormitorios,2 baños,46 m² útiles,"Lago Las Torres, Los Pinos, Quilpué"
Departamento Conde Del Maule Id: 119582,$385.000,2 dormitorios,1 baño,44 m² útiles,"Conde Del Maule, San Alberto Hurta..."
